Matrícula;Data;Entrada Manhã;Saída Almoço;Entrada Tarde;Saída Expediente;Total Diário
1042;15/07/2019;08:41:33;12:20:01;13:14:32;17:26:22;07:50:18
1043;15/07/2019;08:40:03;12:33:08;13:11:11;17:39:12;08:21:06
1044;15/07/2019;08:17:08;12:26:38;13:00:28;17:35:12;08:44:14
1045;15/07/2019;08:02:09;12:54:26;13:42:38;17:36:13;08:45:52
1046;15/07/2019;08:15:18;12:57:27;13:17:39;17:45:46;09:10:16
1047;15/07/2019;08:02:23;12:23:07;13:47:59;17:10:51;07:43:36
1048;15/07/2019;08:19:58;12:01:03;13:26:06;17:51:28;08:06:27
1049;15/07/2019;08:25:50;12:08:29;13:59:24;17:46:44;07:29:59
1050;15/07/2019;08:49:34;12:57:27;13:16:30;17:48:22;08:39:45
1051;15/07/2019;08:34:14;12:20:23;13:51:16;17:41:00;07:35:53
1052;15/07/2019;08:36:13;12:52:11;13:01:07;17:52:57;09:07:48
1053;15/07/2019;08:10:22;12:47:30;13:03:08;17:14:13;08:48:13
1054;15/07/2019;08:20:31;12:06:15;13:35:28;17:20:01;07:30:17
1055;15/07/2019;08:48:44;12:16:37;13:16:27;17:09:47;07:21:13
1056;15/07/2019;08:44:04;12:10:07;13:35:50;17:21:45;07:11:58
1057;15/07/2019;08:26:05;12:21:29;13:30:14;17:06:55;07:32:05
1058;15/07/2019;08:59:48;12:09:32;13:21:07;17:31:37;07:20:14
1059;15/07/2019;08:12:51;12:07:54;13:06:55;17:22:31;08:10:39
1060;15/07/2019;08:59:01;12:11:07;13:59:38;17:41:14;06:53:42
1061;15/07/2019;08:54:32;12:06:48;13:50:01;17:09:14;06:31:29
1062;15/07/2019;08:48:01;12:01:41;13:57:13;17:37:42;06:54:09
1063;15/07/2019;08:04:30;12:52:41;13:05:01;17:22:35;09:05:45
1064;15/07/2019;08:38:56;12:23:43;13:04:57;17:48:25;08:28:15
1065;15/07/2019;08:50:46;12:05:54;13:37:11;17:16:42;06:54:39
1066;15/07/2019;08:20:58;12:36:06;13:20:29;17:20:18;08:14:57
1067;15/07/2019;08:28:54;12:36:54;13:31:21;17:48:20;08:24:59
1068;15/07/2019;08:23:39;12:40:16;13:27:58;17:09:16;07:57:55
1069;15/07/2019;08:42:37;12:07:42;13:03:27;17:23:57;07:45:35
1070;15/07/2019;08:38:33;12:21:09;13:28:54;17:59:43;08:13:25
1071;15/07/2019;08:23:59;12:29:18;13:36:28;17:11:18;07:40:09
1072;15/07/2019;08:34:34;12:28:34;13:16:21;17:38:44;08:16:23
1073;15/07/2019;08:56:47;12:45:57;13:40:35;17:52:37;08:01:12
1074;15/07/2019;08:55:49;12:29:45;13:50:44;17:35:31;07:18:43
1075;15/07/2019;08:29:05;12:31:54;13:25:09;17:56:30;08:34:10
1076;15/07/2019;08:24:52;12:27:00;13:51:33;17:43:38;07:54:13
1077;15/07/2019;08:07:49;12:23:28;13:25:54;17:34:52;08:24:37
1078;15/07/2019;08:12:27;12:57:22;13:20:34;17:37:14;09:01:35
1079;15/07/2019;08:55:36;12:35:41;13:18:55;17:24:22;07:45:32
1080;15/07/2019;08:07:16;12:56:03;13:31:02;17:25:09;08:42:54
1081;15/07/2019;08:27:24;12:24:55;13:49:09;17:39:59;07:48:21
1082;15/07/2019;08:52:08;12:17:17;13:57:03;17:26:13;06:54:19
1083;15/07/2019;08:31:29;12:37:36;13:14:48;17:43:43;08:35:02
1084;15/07/2019;08:44:00;12:39:02;13:56:34;17:31:24;07:29:52
1085;15/07/2019;08:47:41;12:03:15;13:31:55;17:59:08;07:42:47
1086;15/07/2019;08:00:16;12:59:12;13:12:16;17:20:50;09:07:30
1087;15/07/2019;08:19:00;12:33:24;13:33:24;17:15:29;07:56:29
1088;15/07/2019;08:57:49;12:34:28;13:55:00;17:23:59;07:05:38
1089;15/07/2019;08:39:08;12:00:25;13:21:31;17:13:58;07:13:44
1090;15/07/2019;08:55:02;12:47:06;13:43:45;17:43:43;07:52:02
1091;15/07/2019;08:59:51;12:06:37;13:39:56;17:19:28;06:46:18
1092;15/07/2019;08:16:20;12:56:47;13:58:58;17:08:23;07:49:52
1093;15/07/2019;08:50:12;12:22:42;13:44:25;17:05:28;06:53:33
1094;15/07/2019;08:02:08;12:25:17;13:20:10;17:46:23;08:49:22
1095;15/07/2019;08:19:49;12:36:49;13:47:54;17:56:51;08:25:57
1096;15/07/2019;08:02:54;12:41:48;13:28:01;17:20:34;08:31:27
1097;15/07/2019;08:57:58;12:59:41;13:11:54;17:28:13;08:18:02
1098;15/07/2019;08:52:13;12:27:46;13:08:21;17:42:34;08:09:46
1099;15/07/2019;08:08:17;12:52:44;13:48:47;17:51:46;08:47:26
1000;16/07/2019;08:53:39;12:23:25;13:02:54;17:07:16;07:34:08
1001;16/07/2019;08:26:52;12:56:39;13:50:32;17:03:45;07:43:00
1002;16/07/2019;08:36:33;12:21:48;13:47:13;17:15:45;07:13:47
1003;16/07/2019;08:01:19;12:06:18;13:18:38;17:50:10;08:36:31
1004;16/07/2019;08:53:53;12:20:50;13:47:52;17:39:09;07:18:14
1005;16/07/2019;08:16:57;12:03:02;13:41:19;17:10:12;07:14:58
1006;16/07/2019;08:17:12;12:24:54;13:24:35;17:13:47;07:56:54
1007;16/07/2019;08:33:39;12:16:39;13:17:02;17:34:26;08:00:24
1008;16/07/2019;08:03:39;12:37:58;13:29:56;17:01:14;08:05:37
1009;16/07/2019;08:49:04;12:11:11;13:01:33;17:31:39;07:52:13
1010;16/07/2019;08:25:37;12:56:46;13:10:26;17:55:58;09:16:41
1011;16/07/2019;08:25:06;12:55:07;13:09:58;17:51:23;09:11:26
1012;16/07/2019;08:54:30;12:33:52;13:17:06;17:58:22;08:20:38
1013;16/07/2019;08:31:12;12:36:42;13:00:12;17:33:48;08:39:06
1014;16/07/2019;08:11:09;12:05:38;13:59:53;17:04:31;06:59:07
1015;16/07/2019;08:28:56;12:42:40;13:25:06;17:16:40;08:05:18
1016;16/07/2019;08:51:10;12:11:41;13:46:13;17:59:37;07:33:55
1017;16/07/2019;08:51:59;12:48:14;13:34:43;17:38:08;07:59:40
1018;16/07/2019;08:38:52;12:23:27;13:17:59;17:03:15;07:29:51
1019;16/07/2019;08:43:04;12:35:55;13:35:44;17:10:38;07:27:45
1020;16/07/2019;08:32:47;12:28:23;13:58:15;17:31:38;07:28:59
1021;16/07/2019;08:02:20;12:32:23;13:31:13;17:26:43;08:25:33
1022;16/07/2019;08:54:19;12:35:20;13:43:28;17:31:40;07:29:13
1023;16/07/2019;08:40:13;12:15:39;13:39:35;17:06:24;07:02:15
1024;16/07/2019;08:46:00;12:30:25;13:43:26;17:42:16;07:43:15
1025;16/07/2019;08:35:08;12:15:00;13:00:16;17:02:55;07:42:31
1026;16/07/2019;08:45:35;12:54:52;13:37:36;17:12:54;07:44:35
1027;16/07/2019;08:06:39;12:31:41;13:55:09;17:47:52;08:17:45
1028;16/07/2019;08:09:03;12:48:50;13:17:17;17:51:07;09:13:37
1029;16/07/2019;08:45:44;12:12:48;13:02:46;17:02:16;07:26:34
1030;16/07/2019;08:27:00;12:15:38;13:49:50;17:09:27;07:08:15
1031;16/07/2019;08:54:10;12:34:43;13:54:11;17:11:07;06:57:29
1032;16/07/2019;08:35:22;12:50:24;13:06:14;17:42:09;08:50:57
1033;16/07/2019;08:31:14;12:33:20;13:10:15;17:33:29;08:25:20
1034;16/07/2019;08:40:49;12:49:53;13:32:39;17:37:16;08:13:41
1035;16/07/2019;08:21:54;12:51:50;13:14:06;17:13:40;08:29:30
1036;16/07/2019;08:31:40;12:54:48;13:39:50;17:21:40;08:04:58
1037;16/07/2019;08:23:54;12:11:42;13:29:31;17:50:00;08:08:17
1038;16/07/2019;08:36:27;12:44:33;13:56:51;17:33:39;07:44:54
1039;16/07/2019;08:39:41;12:51:33;13:58:02;17:41:29;07:55:19
1040;16/07/2019;08:12:10;12:04:24;13:02:31;17:02:00;07:51:43
1041;16/07/2019;08:33:52;12:20:37;13:57:07;17:37:56;07:27:34
1042;16/07/2019;08:06:29;12:21:06;13:41:58;17:58:34;08:31:13
1043;16/07/2019;08:39:45;12:35:38;13:04:20;17:39:43;08:31:16
1044;16/07/2019;08:14:37;12:21:06;13:04:57;17:52:49;08:54:21
1045;16/07/2019;08:08:38;12:12:22;13:18:31;17:48:26;08:33:39
1046;16/07/2019;08:02:45;12:47:08;13:14:22;17:55:02;09:25:03
1047;16/07/2019;08:02:38;12:39:17;13:15:56;17:28:57;08:49:40
1048;16/07/2019;08:50:44;12:28:25;13:18:21;17:41:08;08:00:28
1049;16/07/2019;08:57:49;12:01:35;13:03:50;17:47:54;07:47:50
1050;16/07/2019;08:54:27;12:30:24;13:27:26;17:53:27;08:01:58
1051;16/07/2019;08:35:43;12:09:19;13:14:01;17:31:31;07:51:06
1052;16/07/2019;08:37:59;12:11:58;13:42:42;17:09:06;07:00:23
1053;16/07/2019;08:16:45;12:33:00;13:28:07;17:04:09;07:52:17
1054;16/07/2019;08:23:14;12:49:51;13:37:58;17:24:51;08:13:30
1055;16/07/2019;08:42:27;12:47:06;13:43:56;17:03:44;07:24:27
1056;16/07/2019;08:39:40;12:03:19;13:35:47;17:29:11;07:17:03
1057;16/07/2019;08:59:53;12:37:17;13:44:45;17:04:48;06:57:27
1058;16/07/2019;08:53:17;12:22:29;13:00:39;17:09:42;07:38:15
1059;16/07/2019;08:25:10;12:54:13;13:34:45;17:45:23;08:39:41
1060;16/07/2019;08:11:09;12:56:29;13:33:25;17:56:31;09:08:26
1061;16/07/2019;08:54:58;12:48:09;13:30:20;17:22:44;07:45:35
1062;16/07/2019;08:23:00;12:35:17;13:03:40;17:48:49;08:57:26
1063;16/07/2019;08:20:39;12:53:12;13:58:37;17:38:55;08:12:51
1064;16/07/2019;08:12:25;12:21:52;13:46:12;17:54:46;08:18:01
1065;16/07/2019;08:11:23;12:42:38;13:12:44;17:35:39;08:54:10
1066;16/07/2019;08:31:13;12:33:10;13:50:26;17:06:27;07:17:58
1067;16/07/2019;08:39:26;12:09:09;13:35:33;17:18:02;07:12:12
1068;16/07/2019;08:11:56;12:47:16;13:03:40;17:01:10;08:32:50
1069;16/07/2019;08:20:29;12:51:56;13:57:41;17:48:26;08:22:12
1070;16/07/2019;08:05:52;12:32:42;13:09:21;17:02:41;08:20:10
1071;16/07/2019;08:24:39;12:27:46;13:22:12;17:51:04;08:31:59
1072;16/07/2019;08:39:31;12:29:34;13:09:36;17:15:30;07:55:57
1073;16/07/2019;08:39:31;12:39:14;13:52:24;17:24:03;07:31:22
1074;16/07/2019;08:32:51;12:23:10;13:02:10;17:35:36;08:23:45
1075;16/07/2019;08:32:50;12:36:50;13:12:31;17:05:32;07:57:01
1076;16/07/2019;08:35:38;12:14:33;13:53:51;17:50:46;07:35:50
1077;16/07/2019;08:33:42;12:06:46;13:21:05;17:25:13;07:37:12
1078;16/07/2019;08:39:18;12:31:15;13:02:03;17:27:38;08:17:32
1079;16/07/2019;08:22:04;12:42:04;13:29:42;17:40:42;08:31:00
1080;16/07/2019;08:15:04;12:08:46;13:25:13;17:35:52;08:04:21
1081;16/07/2019;08:21:04;12:49:04;13:00:03;17:53:49;09:21:46
1082;16/07/2019;08:19:30;12:46:55;13:51:06;17:00:29;07:36:48
1083;16/07/2019;08:50:26;12:53:09;13:19:50;17:02:57;07:45:50
1084;16/07/2019;08:36:52;12:47:25;13:16:21;17:20:10;08:14:22
1085;16/07/2019;08:30:23;12:38:12;13:05:06;17:57:14;08:59:57
1086;16/07/2019;08:53:36;12:36:16;13:11:29;17:13:15;07:44:26
1087;16/07/2019;08:30:57;12:46:14;13:48:17;17:31:27;07:58:27
1088;16/07/2019;08:30:16;12:23:44;13:47:55;17:48:01;07:53:34
1089;16/07/2019;08:01:48;12:48:24;13:08:42;17:37:42;09:15:36
1090;16/07/2019;08:25:24;12:27:18;13:21:45;17:00:11;07:40:20
1091;16/07/2019;08:48:09;12:39:16;13:03:40;17:55:01;08:42:28
1092;16/07/2019;08:49:34;12:32:19;13:19:18;17:49:39;08:13:06
1093;16/07/2019;08:17:26;12:49:09;13:44:35;17:07:40;07:54:48
1094;16/07/2019;08:27:58;12:59:32;13:06:49;17:35:46;09:00:31
1095;16/07/2019;08:16:13;12:10:40;13:54:15;17:56:52;07:57:04
1096;16/07/2019;08:18:06;12:25:42;13:54:13;17:15:09;07:28:32
1097;16/07/2019;08:57:16;12:22:14;13:48:09;17:49:46;07:26:35
1098;16/07/2019;08:13:55;12:27:55;13:20:35;17:29:09;08:22:34
1099;16/07/2019;08:35:27;12:17:17;13:12:55;17:47:54;08:16:49
1000;17/07/2019;08:06:46;12:16:47;13:06:09;17:34:33;08:38:25
1001;17/07/2019;08:02:56;12:22:53;13:17:36;17:33:09;08:35:30
1002;17/07/2019;08:15:39;12:11:37;13:21:35;17:00:54;07:35:17
1003;17/07/2019;08:54:43;12:45:04;13:57:14;17:04:45;06:57:52
1004;17/07/2019;08:14:39;12:44:12;13:44:10;17:27:26;08:12:49
1005;17/07/2019;08:47:49;12:50:10;13:03:41;17:06:33;08:05:13
1006;17/07/2019;08:13:12;12:10:52;13:59:56;17:48:10;07:45:54
1007;17/07/2019;08:05:30;12:41:23;13:21:54;17:36:26;08:50:25
1008;17/07/2019;08:42:00;12:41:56;13:31:38;17:09:40;07:37:58
1009;17/07/2019;08:24:10;12:15:12;13:41:58;17:47:58;07:57:02
1010;17/07/2019;08:18:31;12:20:28;13:23:23;17:09:25;07:47:59
1011;17/07/2019;08:11:49;12:53:53;13:18:22;17:39:48;09:03:30
1012;17/07/2019;08:51:38;12:13:40;13:17:59;17:34:13;07:38:16
1013;17/07/2019;08:09:40;12:13:35;13:19:08;17:41:08;08:25:55
1014;17/07/2019;08:00:53;12:51:27;13:16:33;17:10:51;08:44:52
1015;17/07/2019;08:47:09;12:49:17;13:24:42;17:16:15;07:53:41
1016;17/07/2019;08:26:26;12:18:55;13:55:47;17:47:44;07:44:26
1017;17/07/2019;08:02:28;12:01:02;13:17:27;17:30:47;08:11:54
1018;17/07/2019;08:37:32;12:25:40;13:50:38;17:56:21;07:53:51
1019;17/07/2019;08:19:36;12:21:17;13:27:48;17:31:24;08:05:17
1020;17/07/2019;08:06:33;12:04:48;13:00:28;17:40:57;08:38:44
1021;17/07/2019;08:29:57;12:35:19;13:46:37;17:20:14;07:38:59
1022;17/07/2019;08:13:50;12:47:30;13:47:01;17:42:48;08:29:27
1023;17/07/2019;08:39:27;12:25:42;13:16:12;17:32:09;08:02:12
1024;17/07/2019;08:08:47;12:44:19;13:17:33;17:48:47;09:06:46
1025;17/07/2019;08:11:45;12:00:01;13:36:16;17:24:22;07:36:22
1026;17/07/2019;08:05:37;12:12:22;13:11:24;17:39:27;08:34:48
1027;17/07/2019;08:45:11;12:49:41;13:37:56;17:33:21;07:59:55
1028;17/07/2019;08:10:00;12:42:45;13:28:49;17:51:19;08:55:15
1029;17/07/2019;08:25:46;12:19:32;13:22:40;17:59:12;08:30:18
1030;17/07/2019;08:10:50;12:11:00;13:34:12;17:34:21;08:00:19
1031;17/07/2019;08:02:01;12:42:03;13:21:14;17:16:05;08:34:53
1032;17/07/2019;08:43:10;12:33:04;13:42:56;17:44:35;07:51:33
1033;17/07/2019;08:02:15;12:33:00;13:01:36;17:18:29;08:47:38
1034;17/07/2019;08:51:47;12:04:40;13:26:17;17:48:20;07:34:56
1035;17/07/2019;08:04:58;12:35:06;13:35:33;17:30:10;08:24:45
1036;17/07/2019;08:38:23;12:12:57;13:50:43;17:33:27;07:17:18
1037;17/07/2019;08:05:24;12:29:34;13:13:03;17:01:31;08:12:38
1038;17/07/2019;08:51:11;12:30:03;13:35:39;17:54:16;07:57:29
1039;17/07/2019;08:05:29;12:47:09;13:00:10;17:41:32;09:23:02
1040;17/07/2019;08:40:16;12:44:25;13:55:45;17:52:22;08:00:46
1041;17/07/2019;08:32:04;12:53:59;13:27:22;17:26:00;08:20:33
1042;17/07/2019;08:29:06;12:49:44;13:16:08;17:33:24;08:37:54
1043;17/07/2019;08:11:15;12:41:23;13:44:19;17:30:55;08:16:44
1044;17/07/2019;08:54:47;12:04:16;13:29:29;17:07:05;06:47:05
1045;17/07/2019;08:24:17;12:00:58;13:08:19;17:46:41;08:15:03
1046;17/07/2019;08:28:44;12:45:40;13:11:39;17:39:25;08:44:42
1047;17/07/2019;08:51:42;12:00:20;13:57:09;17:50:08;07:01:37
1048;17/07/2019;08:51:35;12:56:33;13:43:12;17:35:42;07:57:28
1049;17/07/2019;08:37:54;12:43:49;13:35:07;17:09:58;07:40:46
1050;17/07/2019;08:57:58;12:51:01;13:51:39;17:28:41;07:30:05
1051;17/07/2019;08:11:10;12:06:49;13:06:07;17:33:24;08:22:56
1052;17/07/2019;08:36:18;12:58:35;13:49:55;17:07:27;07:39:49
1053;17/07/2019;08:23:47;12:47:36;13:35:56;17:07:20;07:55:13
1054;17/07/2019;08:36:54;12:18:25;13:12:40;17:33:32;08:02:23
1055;17/07/2019;08:13:49;12:17:54;13:02:04;17:36:02;08:38:03
1056;17/07/2019;08:52:07;12:02:28;13:22:52;17:13:32;07:01:01
1057;17/07/2019;08:27:08;12:57:58;13:55:38;17:47:03;08:22:15
1058;17/07/2019;08:21:39;12:51:14;13:22:20;17:19:19;08:26:34
1059;17/07/2019;08:06:30;12:41:51;13:51:23;17:14:28;07:58:26
1060;17/07/2019;08:19:29;12:23:27;13:27:23;17:06:03;07:42:38
1061;17/07/2019;08:57:12;12:26:58;13:23:43;17:19:04;07:25:07
1062;17/07/2019;08:00:08;12:10:40;13:56:11;17:06:25;07:20:46
1063;17/07/2019;08:06:45;12:40:18;13:07:40;17:22:53;08:48:46
1064;17/07/2019;08:00:35;12:37:00;13:12:02;17:52:58;09:17:21
1065;17/07/2019;08:07:55;12:49:03;13:39:21;17:18:34;08:20:21
1066;17/07/2019;08:18:40;12:10:38;13:33:04;17:18:01;07:36:55
1067;17/07/2019;08:06:27;12:03:23;13:17:38;17:54:08;08:33:26
1068;17/07/2019;08:05:39;12:51:05;13:50:41;17:29:09;08:23:54
1069;17/07/2019;08:36:29;12:24:20;13:59:38;17:36:32;07:24:45
1070;17/07/2019;08:26:59;12:24:52;13:28:59;17:09:52;07:38:46
1071;17/07/2019;08:46:32;12:23:39;13:21:06;17:36:24;07:52:25
1072;17/07/2019;08:06:55;12:47:37;13:15:40;17:26:34;08:51:36
1073;17/07/2019;08:31:25;12:32:56;13:37:06;17:35:34;07:59:59
1074;17/07/2019;08:14:24;12:59:40;13:22:50;17:03:33;08:25:59
1075;17/07/2019;08:21:09;12:12:51;13:51:41;17:41:12;07:41:13
1076;17/07/2019;08:13:26;12:02:13;13:35:44;17:50:24;08:03:27
1077;17/07/2019;08:06:05;12:18:25;13:08:18;17:16:01;08:20:03
1078;17/07/2019;08:21:24;12:34:02;13:54:15;17:40:03;07:58:26
1079;17/07/2019;08:31:38;12:45:09;13:20:48;17:28:37;08:21:20
1080;17/07/2019;08:25:31;12:09:58;13:41:08;17:56:24;07:59:43
1081;17/07/2019;08:06:08;12:53:58;13:28:12;17:10:25;08:30:03
1082;17/07/2019;08:50:40;12:10:06;13:22:21;17:30:37;07:27:42
1083;17/07/2019;08:47:40;12:02:05;13:31:41;17:04:40;06:47:24
1084;17/07/2019;08:43:29;12:20:19;13:51:17;17:15:56;07:01:29
1085;17/07/2019;08:53:21;12:15:56;13:24:32;17:29:25;07:27:28
1086;17/07/2019;08:23:54;12:33:52;13:13:33;17:06:30;08:02:55
1087;17/07/2019;08:47:45;12:17:08;13:37:24;17:00:49;06:52:48
1088;17/07/2019;08:07:04;12:16:17;13:56:36;17:36:45;07:49:22
1089;17/07/2019;08:41:38;12:27:44;13:43:03;17:25:52;07:28:55
1090;17/07/2019;08:56:28;12:40:47;13:23:11;17:29:01;07:50:09
1091;17/07/2019;08:55:29;12:47:44;13:55:33;17:28:08;07:24:50
1092;17/07/2019;08:37:56;12:05:03;13:06:38;17:03:11;07:23:40
1093;17/07/2019;08:51:05;12:44:33;13:46:18;17:53:34;08:00:44
1094;17/07/2019;08:59:44;12:25:13;13:50:46;17:36:39;07:11:22
1095;17/07/2019;08:53:12;12:24:30;13:29:13;17:29:54;07:31:59
1096;17/07/2019;08:13:54;12:46:34;13:13:02;17:26:02;08:45:40
1097;17/07/2019;08:49:55;12:59:29;13:11:17;17:41:18;08:39:35
1098;17/07/2019;08:41:34;12:57:54;13:56:34;17:48:00;08:07:46
1099;17/07/2019;08:45:11;12:35:41;13:07:56;17:07:19;07:49:53
1000;18/07/2019;08:59:24;12:56:03;13:24:12;17:41:43;08:14:10
1001;18/07/2019;08:26:37;12:37:38;13:37:04;17:29:34;08:03:31
1002;18/07/2019;08:21:16;12:49:36;13:36:59;17:59:11;08:50:32
1003;18/07/2019;08:29:16;12:08:53;13:30:38;17:23:18;07:32:17
1004;18/07/2019;08:04:21;12:28:01;13:08:42;17:46:35;09:01:33
1005;18/07/2019;08:06:54;12:53:14;13:52:10;17:58:37;08:52:47
1006;18/07/2019;08:18:31;12:11:40;13:26:52;17:57:21;08:23:38
1007;18/07/2019;08:38:47;12:52:46;13:04:52;17:17:10;08:26:17
1008;18/07/2019;08:09:08;12:32:39;13:33:51;17:58:36;08:48:16
1009;18/07/2019;08:38:36;12:07:10;13:11:27;17:59:07;08:16:14
1010;18/07/2019;08:05:26;12:38:08;13:20:10;17:03:14;08:15:46
1011;18/07/2019;08:40:25;12:25:01;13:10:05;17:26:41;08:01:12
1012;18/07/2019;08:30:40;12:01:26;13:53:55;17:56:47;07:33:38
1013;18/07/2019;08:16:48;12:53:17;13:48:20;17:10:59;07:59:08
1014;18/07/2019;08:15:37;12:52:58;13:05:14;17:19:12;08:51:19
1015;18/07/2019;08:16:54;12:52:38;13:35:38;17:28:56;08:29:02
1016;18/07/2019;08:55:59;12:57:43;13:25:50;17:53:43;08:29:37
1017;18/07/2019;08:23:48;12:55:23;13:58:39;17:13:19;07:46:15
1018;18/07/2019;08:16:26;12:21:42;13:21:20;17:38:07;08:22:03
1019;18/07/2019;08:50:47;12:03:09;13:56:13;17:40:18;06:56:27
1020;18/07/2019;08:01:47;12:48:08;13:53:14;17:12:55;08:06:02
1021;18/07/2019;08:38:06;12:04:28;13:35:17;17:51:43;07:42:48
1022;18/07/2019;08:02:27;12:22:42;13:43:20;17:09:03;07:45:58
1023;18/07/2019;08:47:12;12:29:22;13:56:55;17:15:21;07:00:36
1024;18/07/2019;08:30:22;12:04:54;13:33:39;17:48:03;07:48:56
1025;18/07/2019;08:26:20;12:08:20;13:41:15;17:12:32;07:13:17
1026;18/07/2019;08:36:35;12:39:12;13:47:35;17:16:49;07:31:51
1027;18/07/2019;08:00:34;12:59:32;13:22:28;17:37:14;09:13:44
1028;18/07/2019;08:08:56;12:11:43;13:33:17;17:54:50;08:24:20
1029;18/07/2019;08:51:06;12:50:50;13:17:11;17:51:37;08:34:10
1030;18/07/2019;08:15:36;12:47:23;13:29:23;17:52:09;08:54:33
1031;18/07/2019;08:24:40;12:41:49;13:38:10;17:05:54;07:44:53
1032;18/07/2019;08:01:46;12:42:14;13:52:42;17:30:06;08:17:52
1033;18/07/2019;08:35:34;12:53:06;13:13:22;17:13:11;08:17:21
1034;18/07/2019;08:21:34;12:07:35;13:50:59;17:33:20;07:28:22
1035;18/07/2019;08:28:56;12:17:26;13:11:36;17:06:46;07:43:40
1036;18/07/2019;08:42:56;12:58:49;13:44:39;17:03:43;07:34:57
1037;18/07/2019;08:46:03;12:40:42;13:38:48;17:16:57;07:32:48
1038;18/07/2019;08:47:07;12:43:32;13:57:31;17:06:29;07:05:23
1039;18/07/2019;08:36:33;12:58:28;13:56:19;17:54:15;08:19:51
1040;18/07/2019;08:02:06;12:42:31;13:43:56;17:19:27;08:15:56
1041;18/07/2019;08:11:43;12:33:22;13:52:12;17:23:25;07:52:52
1042;18/07/2019;08:46:47;12:18:15;13:25:34;17:14:11;07:20:05
1043;18/07/2019;08:36:13;12:49:21;13:01:33;17:08:17;08:19:52
1044;18/07/2019;08:53:37;12:23:16;13:01:13;17:52:55;08:21:21
1045;18/07/2019;08:52:45;12:26:26;13:09:42;17:31:29;07:55:28
1046;18/07/2019;08:03:36;12:35:59;13:14:34;17:34:19;08:52:08
1047;18/07/2019;08:33:08;12:49:44;13:29:57;17:06:14;07:52:53
1048;18/07/2019;08:55:30;12:31:25;13:39:17;17:28:11;07:24:49
1049;18/07/2019;08:50:10;12:07:19;13:34:39;17:35:57;07:18:27
1050;18/07/2019;08:22:21;12:19:43;13:45:44;17:00:24;07:12:02
1051;18/07/2019;08:14:36;12:08:03;13:26:13;17:22:48;07:50:02
1052;18/07/2019;08:58:53;12:20:46;13:28:47;17:39:27;07:32:33
1053;18/07/2019;08:18:09;12:59:15;13:02:37;17:53:23;09:31:52
1054;18/07/2019;08:35:27;12:01:03;13:24:33;17:21:13;07:22:16
1055;18/07/2019;08:48:24;12:33:56;13:26:46;17:05:56;07:24:42
1056;18/07/2019;08:48:38;12:36:52;13:39:26;17:00:35;07:09:23
1057;18/07/2019;08:05:43;12:20:51;13:10:49;17:15:22;08:19:41
1058;18/07/2019;08:28:13;12:59:40;13:23:28;17:12:29;08:20:28
1059;18/07/2019;08:58:41;12:36:34;13:43:31;17:46:14;07:40:36
1060;18/07/2019;08:44:15;12:26:31;13:10:54;17:00:07;07:31:29
1061;18/07/2019;08:15:28;12:52:55;13:20:38;17:51:55;09:08:44
1062;18/07/2019;08:23:24;12:04:32;13:45:17;17:27:12;07:23:03
1063;18/07/2019;08:18:41;12:06:11;13:12:22;17:52:12;08:27:20
1064;18/07/2019;08:34:18;12:17:24;13:21:52;17:20:47;07:42:01
1065;18/07/2019;08:07:58;12:02:30;13:28:04;17:18:50;07:45:18
1066;18/07/2019;08:49:42;12:26:49;13:32:02;17:34:17;07:39:22
1067;18/07/2019;08:54:29;12:25:05;13:29:43;17:04:45;07:05:38
1068;18/07/2019;08:07:38;12:21:38;13:23:39;17:15:37;08:05:58
1069;18/07/2019;08:00:22;12:43:33;13:17:36;17:49:38;09:15:13
1070;18/07/2019;08:34:42;12:17:31;13:33:02;17:50:41;08:00:28
1071;18/07/2019;08:26:47;12:02:32;13:46:43;17:24:36;07:13:38
1072;18/07/2019;08:27:25;12:31:07;13:25:54;17:45:21;08:23:09
1073;18/07/2019;08:41:16;12:46:18;13:18:42;17:45:22;08:31:42
1074;18/07/2019;08:20:48;12:41:42;13:42:48;17:02:56;07:41:02
1075;18/07/2019;08:28:20;12:33:40;13:27:26;17:54:51;08:32:45
1076;18/07/2019;08:05:30;12:51:26;13:16:57;17:24:24;08:53:23
1077;18/07/2019;08:27:53;12:38:54;13:12:58;17:35:03;08:33:06
1078;18/07/2019;08:44:05;12:55:59;13:02:24;17:16:08;08:25:38
1079;18/07/2019;08:31:51;12:54:46;13:32:38;17:47:21;08:37:38
1080;18/07/2019;08:37:24;12:40:44;13:14:47;17:35:47;08:24:20
1081;18/07/2019;08:57:37;12:40:25;13:20:05;17:49:21;08:12:04
1082;18/07/2019;08:47:36;12:20:52;13:13:31;17:20:06;07:39:51
1083;18/07/2019;08:48:57;12:53:49;13:22:57;17:32:30;08:14:25
1084;18/07/2019;08:02:10;12:52:15;13:51:41;17:32:28;08:30:52
1085;18/07/2019;08:45:56;12:22:12;13:24:16;17:11:36;07:23:36
1086;18/07/2019;08:40:58;12:45:49;13:29:03;17:06:08;07:41:56
1087;18/07/2019;08:11:05;12:47:22;13:21:59;17:13:06;08:27:24
1088;18/07/2019;08:25:55;12:35:09;13:39:26;17:23:19;07:53:07
1089;18/07/2019;08:50:50;12:20:46;13:21:25;17:48:49;07:57:20
